From	Entry	Entry.Name
ENSMUST00000124222	D3Z4F8	D3Z4F8_MOUSE
ENSMUST00000144331	Q60611	SATB1_MOUSE
ENSMUST00000123774	D6RCW8	D6RCW8_MOUSE
ENSMUST00000167951	Q9CWP9	P23A3_MOUSE
ENSMUST00000176306	H3BK05	H3BK05_MOUSE
ENSMUST00000177039	H3BKY9	H3BKY9_MOUSE
ENSMUST00000161063	E0CYA3	E0CYA3_MOUSE
ENSMUST00000135289	A0A338P7I1	A0A338P7I1_MOUSE
ENSMUST00000150594	B1B193	B1B193_MOUSE
ENSMUST00000147867	A0A338P7B5	A0A338P7B5_MOUSE
ENSMUST00000171656	F8VQ90	F8VQ90_MOUSE
ENSMUST00000175802	H3BJI8	H3BJI8_MOUSE
ENSMUST00000170899	B7ZWM8	B7ZWM8_MOUSE
ENSMUST00000169480	Q60611	SATB1_MOUSE
ENSMUST00000135182	A0A087WRL7	A0A087WRL7_MOUSE
ENSMUST00000167868	Q9DCP2	S38A3_MOUSE
ENSMUST00000170349	G3UW32	G3UW32_MOUSE
ENSMUST00000138852	A0A338P7C8	A0A338P7C8_MOUSE
ENSMUST00000122280	Q6P077	Q6P077_MOUSE
ENSMUST00000127454	F6XUH0	F6XUH0_MOUSE
ENSMUST00000169794	B2RWD2	B2RWD2_MOUSE
ENSMUST00000216495	K7N5T5	K7N5T5_MOUSE
ENSMUST00000205986	Q8VGQ7	OL181_MOUSE
ENSMUST00000215687	K7N5T5	K7N5T5_MOUSE
ENSMUST00000185707	A0A087WPD2	A0A087WPD2_MOUSE
ENSMUST00000203938	A0A0N4SV79	A0A0N4SV79_MOUSE
ENSMUST00000231386	A0A338P6Q6	A0A338P6Q6_MOUSE
ENSMUST00000206168	A0A0U1RNK4	A0A0U1RNK4_MOUSE
ENSMUST00000230281	A0A2R8VJU9	A0A2R8VJU9_MOUSE
ENSMUST00000190661	Q80ZT6	Q80ZT6_MOUSE
ENSMUST00000210924	Q6PH08	ERC2_MOUSE
ENSMUST00000215032	E9Q9T3	E9Q9T3_MOUSE
ENSMUST00000206463	Q8VEX5	OL186_MOUSE
ENSMUST00000177392	H3BJA7	H3BJA7_MOUSE
ENSMUST00000185533	A0A087WSB5	A0A087WSB5_MOUSE
ENSMUST00000204026	A4Q9E5	TTLL3_MOUSE
ENSMUST00000238984	Q9EP69	SAC1_MOUSE
ENSMUST00000186925	A0A087WRE5	A0A087WRE5_MOUSE
ENSMUST00000211087	A0A1B0GS69	A0A1B0GS69_MOUSE
ENSMUST00000192990	A0A0A6YWF5	A0A0A6YWF5_MOUSE
ENSMUST00000191268	Q8VD65	PI3R4_MOUSE
ENSMUST00000193932	Q9DCP2	S38A3_MOUSE
ENSMUST00000186364	Q9JJ00	PLS1_MOUSE
ENSMUST00000211684	A0A1B0GSQ8	A0A1B0GSQ8_MOUSE
ENSMUST00000200882	A0A0J9YVB7	A0A0J9YVB7_MOUSE
ENSMUST00000230641	A0A2R8W6P0	A0A2R8W6P0_MOUSE
ENSMUST00000231749	A0A338P722	A0A338P722_MOUSE
ENSMUST00000229640	D3Z187	D3Z187_MOUSE
ENSMUST00000209446	A0A1B0GSP3	A0A1B0GSP3_MOUSE
ENSMUST00000217377	E9Q7W1	E9Q7W1_MOUSE
ENSMUST00000205742	Q8VGQ7	OL181_MOUSE
ENSMUST00000226478	A0A2I3BR72	A0A2I3BR72_MOUSE
ENSMUST00000194741	A0A0A6YY13	A0A0A6YY13_MOUSE
ENSMUST00000227347	A0A2I3BQB9	A0A2I3BQB9_MOUSE
ENSMUST00000231969	Q3URY2	GEMC1_MOUSE
ENSMUST00000200716	A0A0J9YVB4	A0A0J9YVB4_MOUSE
ENSMUST00000206523	E9Q9T3	E9Q9T3_MOUSE
ENSMUST00000238988	A0A5F8MPD8	A0A5F8MPD8_MOUSE
ENSMUST00000210798	A0A1B0GRS7	A0A1B0GRS7_MOUSE
ENSMUST00000231038	A0A2R8VHY6	A0A2R8VHY6_MOUSE
ENSMUST00000211301	A0A1B0GRP1	A0A1B0GRP1_MOUSE
ENSMUST00000228066	A0A2I3BRU1	A0A2I3BRU1_MOUSE
ENSMUST00000214831	E9QKE8	E9QKE8_MOUSE
ENSMUST00000216990	A0A1L1SUF6	A0A1L1SUF6_MOUSE
ENSMUST00000231362	A0A338P6V1	A0A338P6V1_MOUSE
ENSMUST00000232319	A0A338P794	A0A338P794_MOUSE
ENSMUST00000194558	O35343	IMA3_MOUSE
ENSMUST00000231299	Q3URY2	GEMC1_MOUSE
ENSMUST00000231531	A0A338P726	A0A338P726_MOUSE
ENSMUST00000210135	Q3UHT7	Q3UHT7_MOUSE
ENSMUST00000201897	A0A0J9YU38	A0A0J9YU38_MOUSE
ENSMUST00000177508	H3BKC1	H3BKC1_MOUSE
ENSMUST00000215228	P09240	CCKN_MOUSE
ENSMUST00000192932	A0A0A6YVQ2	A0A0A6YVQ2_MOUSE
ENSMUST00000197460	A0A0G2JG22	A0A0G2JG22_MOUSE
ENSMUST00000187695	A0A087WP80	A0A087WP80_MOUSE
ENSMUST00000232451	A0A338P706	A0A338P706_MOUSE
ENSMUST00000185580	A0A087WPD9	A0A087WPD9_MOUSE
ENSMUST00000190358	A0A087WP62	A0A087WP62_MOUSE
ENSMUST00000192819	A0A0A6YXK2	A0A0A6YXK2_MOUSE
ENSMUST00000229104	A0A2R8VJU9	A0A2R8VJU9_MOUSE
ENSMUST00000199782	A0A0G2JGR6	A0A0G2JGR6_MOUSE
ENSMUST00000206428	E9QNM5	E9QNM5_MOUSE
ENSMUST00000215069	A0A140T8K4	A0A140T8K4_MOUSE
ENSMUST00000227246	A0A2I3BQH7	A0A2I3BQH7_MOUSE
ENSMUST00000212169	A0A1W2P795	A0A1W2P795_MOUSE
ENSMUST00000211145	Q6PH08	ERC2_MOUSE
ENSMUST00000193421	A0A0A6YXS4	A0A0A6YXS4_MOUSE
ENSMUST00000194904	A0A0A6YY72	A0A0A6YY72_MOUSE
ENSMUST00000223700	Q8VCH9	LRC3B_MOUSE
ENSMUST00000231889	A0A338P6D2	A0A338P6D2_MOUSE
ENSMUST00000207935	A0A140LHJ9	A0A140LHJ9_MOUSE
ENSMUST00000195739	A0A0A6YWC0	A0A0A6YWC0_MOUSE
ENSMUST00000183126	S4R1T9	S4R1T9_MOUSE
ENSMUST00000232164	A0A338P6S4	A0A338P6S4_MOUSE
ENSMUST00000194271	A0A0A6YWT5	A0A0A6YWT5_MOUSE
ENSMUST00000192211	A0A0A6YWI8	A0A0A6YWI8_MOUSE
ENSMUST00000213106	A0A1L1SRD3	A0A1L1SRD3_MOUSE
ENSMUST00000232634	A0A338P700	A0A338P700_MOUSE
ENSMUST00000217581	A0A1L1SU12	A0A1L1SU12_MOUSE
ENSMUST00000194385	A0A0A6YXZ6	A0A0A6YXZ6_MOUSE
ENSMUST00000212197	A0A1D5RM98	A0A1D5RM98_MOUSE
ENSMUST00000216957	Q8VGQ6	Q8VGQ6_MOUSE
ENSMUST00000209211	A0A1B0GS60	A0A1B0GS60_MOUSE
ENSMUST00000216176	A0A1L1SQR9	A0A1L1SQR9_MOUSE
ENSMUST00000214916	E9QKE8	E9QKE8_MOUSE
ENSMUST00000210351	A0A1B0GRL4	A0A1B0GRL4_MOUSE
ENSMUST00000229101	A0A2R8VI94	A0A2R8VI94_MOUSE
ENSMUST00000231426	A0A338P6W2	A0A338P6W2_MOUSE
ENSMUST00000195513	A0A0A6YXK0	A0A0A6YXK0_MOUSE
ENSMUST00000178573	Q9DB94	WDR53_MOUSE
ENSMUST00000192323	A0A0A6YX60	A0A0A6YX60_MOUSE
ENSMUST00000206303	E9QKE8	E9QKE8_MOUSE
ENSMUST00000231316	A0A338P6F1	A0A338P6F1_MOUSE
ENSMUST00000180154	Q9DCW2	PLS2_MOUSE
ENSMUST00000193258	Q8BUN3	Q8BUN3_MOUSE
ENSMUST00000211187	A0A1B0GRQ7	A0A1B0GRQ7_MOUSE
ENSMUST00000193348	A0A0A6YWT7	A0A0A6YWT7_MOUSE
ENSMUST00000197088	A0A0G2JE12	A0A0G2JE12_MOUSE
ENSMUST00000230836	A0A2R8VI30	A0A2R8VI30_MOUSE
ENSMUST00000239004	A0A5F8MPK4	A0A5F8MPK4_MOUSE
ENSMUST00000210327	A0A1B0GSU7	A0A1B0GSU7_MOUSE
ENSMUST00000195563	A0A0A6YWV5	A0A0A6YWV5_MOUSE
ENSMUST00000186943	A0A087WQR4	A0A087WQR4_MOUSE
ENSMUST00000177567	Q9DCP2	S38A3_MOUSE
ENSMUST00000191233	A0A1W2P7H6	A0A1W2P7H6_MOUSE
ENSMUST00000203524	F8VQA1	F8VQA1_MOUSE
ENSMUST00000209995	A0A1B0GSC9	A0A1B0GSC9_MOUSE
ENSMUST00000211439	A0A1B0GSQ2	A0A1B0GSQ2_MOUSE
ENSMUST00000188784	A0A0R4J2C7	A0A0R4J2C7_MOUSE
ENSMUST00000232407	A0A338P6E0	A0A338P6E0_MOUSE
ENSMUST00000203884	A0A5H1ZRM6	A0A5H1ZRM6_MOUSE
ENSMUST00000205471	E9PYP4	E9PYP4_MOUSE
ENSMUST00000210636	Q80VE1	Q80VE1_MOUSE
ENSMUST00000205668	A0A0U1RQ48	A0A0U1RQ48_MOUSE
ENSMUST00000199196	A0A0G2JDJ9	A0A0G2JDJ9_MOUSE
ENSMUST00000229206	A0A2R8VK70	A0A2R8VK70_MOUSE
ENSMUST00000208455	Q7TS43	Q7TS43_MOUSE
ENSMUST00000238789	A0A5F8MPK3	A0A5F8MPK3_MOUSE
ENSMUST00000203414	A0A0N4SUJ3	A0A0N4SUJ3_MOUSE
ENSMUST00000209382	Q8CH19	CS2IP_MOUSE
ENSMUST00000231904	A0A338P7B5	A0A338P7B5_MOUSE
ENSMUST00000239083	A0A5F8MPK9	A0A5F8MPK9_MOUSE
ENSMUST00000231417	A0A338P6G5	A0A338P6G5_MOUSE
ENSMUST00000239554	A0A7N9VSW1	A0A7N9VSW1_MOUSE
ENSMUST00000202113	A0A0J9YUL5	A0A0J9YUL5_MOUSE
ENSMUST00000215647	L7N1Z8	L7N1Z8_MOUSE
ENSMUST00000216138	Q8R041	Q8R041_MOUSE
ENSMUST00000231387	A0A338P6K1	A0A338P6K1_MOUSE
ENSMUST00000231471	A0A338P6N0	A0A338P6N0_MOUSE
ENSMUST00000213465	E9QKE8	E9QKE8_MOUSE
ENSMUST00000231592	A0A338P700	A0A338P700_MOUSE
ENSMUST00000205017	F6T422	F6T422_MOUSE
ENSMUST00000217045	A0A1L1SR59	A0A1L1SR59_MOUSE
ENSMUST00000200665	A0A0G2JE64	A0A0G2JE64_MOUSE
ENSMUST00000238987	A0A5F8MPW7	A0A5F8MPW7_MOUSE
ENSMUST00000207673	E9QNM5	E9QNM5_MOUSE
ENSMUST00000195843	A0A0A6YWH4	A0A0A6YWH4_MOUSE
ENSMUST00000205883	A0A0U1RP27	A0A0U1RP27_MOUSE
ENSMUST00000204027	A0A0N4SVY6	A0A0N4SVY6_MOUSE
ENSMUST00000201633	A0A0J9YVA2	A0A0J9YVA2_MOUSE
ENSMUST00000232458	A0A338P6Y8	A0A338P6Y8_MOUSE
ENSMUST00000216415	Q8VEX5	OL186_MOUSE
ENSMUST00000000828	G3X8P6	G3X8P6_MOUSE
ENSMUST00000001108	F8WGR0	F8WGR0_MOUSE
ENSMUST00000011029	G3X8S1	G3X8S1_MOUSE
ENSMUST00000005238	Q3T9X0	GTR9_MOUSE
ENSMUST00000011492	Q8JZN5	ACAD9_MOUSE
ENSMUST00000023467	Q8CIN4	PAK2_MOUSE
ENSMUST00000023531	P49710	HCLS1_MOUSE
ENSMUST00000022535	Q91YD3	DCP1A_MOUSE
ENSMUST00000015197	O09100	GATA2_MOUSE
ENSMUST00000023924	Q9CQH8	RPP14_MOUSE
ENSMUST00000023497	Q8BMN4	LMLN_MOUSE
ENSMUST00000031004	P97427	DPYL1_MOUSE
ENSMUST00000030971	Q7TT36	AGRA3_MOUSE
ENSMUST00000024031	A0A0R4J050	A0A0R4J050_MOUSE
ENSMUST00000029400	Q61391	NEP_MOUSE
ENSMUST00000030992	Q9QZS2	RNF4_MOUSE
ENSMUST00000024047	Q9Z0P5	TWF2_MOUSE
ENSMUST00000030980	Q9D2Q2	TRM44_MOUSE
ENSMUST00000042203	Q9D7H2	WDR5B_MOUSE
ENSMUST00000031090	Q80TS8	SE1L3_MOUSE
ENSMUST00000038867	H7BX01	H7BX01_MOUSE
ENSMUST00000041123	Q8BUE7	MUC20_MOUSE
ENSMUST00000033967	G3X909	G3X909_MOUSE
ENSMUST00000031005	P57680	EVC_MOUSE
ENSMUST00000031061	O35286	DHX15_MOUSE
ENSMUST00000031108	G3X8Z7	G3X8Z7_MOUSE
ENSMUST00000041646	Q8BLD9	DRD5_MOUSE
ENSMUST00000032141	Q8R1M0	HMCES_MOUSE
ENSMUST00000038676	Q8R4V4	CBPZ_MOUSE
ENSMUST00000031189	D3Z4I0	D3Z4I0_MOUSE
ENSMUST00000040715	Q99JI1	MSTN1_MOUSE
ENSMUST00000037337	Q8VDV7	Q8VDV7_MOUSE
ENSMUST00000036174	A0A3P9AQ15	A0A3P9AQ15_MOUSE
ENSMUST00000040592	O35486	CRYGS_MOUSE
ENSMUST00000036321	B7ZNY8	B7ZNY8_MOUSE
ENSMUST00000035033	O55029	COPB2_MOUSE
ENSMUST00000031059	Q3LIG2	Q3LIG2_MOUSE
ENSMUST00000040622	Q9D8I2	P2Y13_MOUSE
ENSMUST00000047630	Q8BXF8	ACTT3_MOUSE
ENSMUST00000047799	A0A0R4J0I6	A0A0R4J0I6_MOUSE
ENSMUST00000057742	Q8BLR2	CPNE4_MOUSE
ENSMUST00000049940	E9QAT7	E9QAT7_MOUSE
ENSMUST00000073554	A1E5L0	A1E5L0_MOUSE
ENSMUST00000073157	Q91W94	Q91W94_MOUSE
ENSMUST00000077916	Q9QWV4	MLF1_MOUSE
ENSMUST00000053013	Q4ZJM7	OTOL1_MOUSE
ENSMUST00000082429	P11352	GPX1_MOUSE
ENSMUST00000095991	E9Q8F6	E9Q8F6_MOUSE
ENSMUST00000087820	Q61563	Q61563_MOUSE
ENSMUST00000098441	Q8C6K9	CO6A6_MOUSE
ENSMUST00000099075	B2RVN1	B2RVN1_MOUSE
ENSMUST00000057265	Q80ZQ7	Q80ZQ7_MOUSE
ENSMUST00000061190	Q9QZU3	Q9QZU3_MOUSE
ENSMUST00000063988	Q8BHJ5	TBL1R_MOUSE
ENSMUST00000077190	Q9D6C8	Q9D6C8_MOUSE
ENSMUST00000101171	D3Z0H7	D3Z0H7_MOUSE
ENSMUST00000051239	Q925E8	SPTSB_MOUSE
ENSMUST00000067872	Q3T9X0	GTR9_MOUSE
ENSMUST00000054799	Q8C5S3	CC022_MOUSE
ENSMUST00000063263	Q8BPW0	IQCJ_MOUSE
ENSMUST00000093785	Q9R123	NAA80_MOUSE
ENSMUST00000049966	Q7TNQ1	Q7TNQ1_MOUSE
ENSMUST00000054551	E9Q0B3	CC080_MOUSE
ENSMUST00000070531	Q765I1	UTS2B_MOUSE
ENSMUST00000060188	Q9DCL8	IPP2_MOUSE
ENSMUST00000081747	Q99K99	CD019_MOUSE
ENSMUST00000094836	Q9JJX8	ST32B_MOUSE
ENSMUST00000066852	P61364	OSTN_MOUSE
ENSMUST00000089497	Q69ZQ2	ISY1_MOUSE
ENSMUST00000079441	Q8K0L9	ZBT20_MOUSE
ENSMUST00000067150	Q7TSI8	Q7TSI8_MOUSE
ENSMUST00000067638	Q5U3L0	Q5U3L0_MOUSE
ENSMUST00000061866	Q9QYI7	DNJB8_MOUSE
ENSMUST00000052836	F8WHZ9	F8WHZ9_MOUSE
ENSMUST00000079597	Q6TCG2	PAQR9_MOUSE
ENSMUST00000061322	Q8JZS2	Q8JZS2_MOUSE
ENSMUST00000062241	Q9EQU3	TLR9_MOUSE
ENSMUST00000098443	Q8CEQ2	Q8CEQ2_MOUSE
ENSMUST00000099090	E9Q7M2	E9Q7M2_MOUSE
ENSMUST00000070748	O55203	LDB2_MOUSE
ENSMUST00000067886	Q3T9X0	GTR9_MOUSE
ENSMUST00000070890	D3Z6E3	D3Z6E3_MOUSE
ENSMUST00000093791	F8VPJ7	F8VPJ7_MOUSE
ENSMUST00000075806	Q3TYU2	AT135_MOUSE
ENSMUST00000060896	Q8C6K9	CO6A6_MOUSE
ENSMUST00000063116	P13297	MSX1_MOUSE
ENSMUST00000088962	D3YX48	D3YX48_MOUSE
ENSMUST00000059056	Q8VI23	S12A8_MOUSE
ENSMUST00000093798	Q3LR78	Q3LR78_MOUSE
ENSMUST00000121925	Q8VI23	S12A8_MOUSE
ENSMUST00000139274	A0A0R4J2B1	A0A0R4J2B1_MOUSE
ENSMUST00000119310	Q9CZM9	KCMB2_MOUSE
ENSMUST00000135986	D3YV10	CCD13_MOUSE
ENSMUST00000139581	B7ZCE0	B7ZCE0_MOUSE
ENSMUST00000130053	B7ZCE0	B7ZCE0_MOUSE
ENSMUST00000119014	D3Z3Y1	D3Z3Y1_MOUSE
ENSMUST00000122985	B7ZCE0	B7ZCE0_MOUSE
ENSMUST00000108262	Q8C8Y5	SAMD7_MOUSE
ENSMUST00000108195	Q9CQV7	TIM14_MOUSE
ENSMUST00000120805	D3Z5K6	D3Z5K6_MOUSE
ENSMUST00000126628	A0A0A6YVP7	A0A0A6YVP7_MOUSE
ENSMUST00000144843	Q8CI08	SLAI2_MOUSE
ENSMUST00000127135	D3YZS8	D3YZS8_MOUSE
ENSMUST00000114340	Q9QYC0	ADDA_MOUSE
ENSMUST00000120854	D3YTQ5	D3YTQ5_MOUSE
ENSMUST00000114694	Q8K0L9	ZBT20_MOUSE
ENSMUST00000113606	Q8R1M0	HMCES_MOUSE
ENSMUST00000114691	Q8K0L9	ZBT20_MOUSE
ENSMUST00000108265	A6H6A4	LRIQ4_MOUSE
ENSMUST00000112957	D3Z393	D3Z393_MOUSE
ENSMUST00000126066	F6Z595	F6Z595_MOUSE
ENSMUST00000114335	E9Q1K3	E9Q1K3_MOUSE
ENSMUST00000139550	F6X0M4	F6X0M4_MOUSE
ENSMUST00000127979	B8JJX9	B8JJX9_MOUSE
ENSMUST00000114411	E9QNJ9	E9QNJ9_MOUSE
ENSMUST00000115116	E9PUF1	E9PUF1_MOUSE
ENSMUST00000143829	Q8CI08	SLAI2_MOUSE
ENSMUST00000138912	D6RDU0	D6RDU0_MOUSE
ENSMUST00000125817	D3Z107	D3Z107_MOUSE
ENSMUST00000120933	Q9D618	KBTBC_MOUSE
ENSMUST00000119173	Q8VI23	S12A8_MOUSE
ENSMUST00000119970	Q9CZM9	KCMB2_MOUSE
ENSMUST00000114338	Q9QYC0	ADDA_MOUSE
ENSMUST00000114695	Q8K0L9	ZBT20_MOUSE
ENSMUST00000115230	P51910	APOD_MOUSE
ENSMUST00000143758	Q3T9X0	GTR9_MOUSE
ENSMUST00000146708	E0CXK1	E0CXK1_MOUSE
ENSMUST00000132734	O70343	PRGC1_MOUSE
ENSMUST00000107924	P62342	SELT_MOUSE
ENSMUST00000113607	Q9QZE5	COPG1_MOUSE
ENSMUST00000117223	Q9CQV7	TIM14_MOUSE
ENSMUST00000140121	Q8BW24	Q8BW24_MOUSE
ENSMUST00000130891	B8JJY0	B8JJY0_MOUSE
ENSMUST00000143373	D3YU82	D3YU82_MOUSE
ENSMUST00000132959	D3YYF7	D3YYF7_MOUSE
ENSMUST00000142783	Q8BYN7	Q8BYN7_MOUSE
ENSMUST00000114690	Q8K0L9	ZBT20_MOUSE
ENSMUST00000135321	F6V4G5	F6V4G5_MOUSE
ENSMUST00000118545	E9QJU7	E9QJU7_MOUSE
ENSMUST00000115233	D3Z3A0	D3Z3A0_MOUSE
ENSMUST00000118732	Q8C1F8	Q8C1F8_MOUSE
ENSMUST00000114154	D3YUJ0	D3YUJ0_MOUSE
ENSMUST00000114677	A0A3P9AQ15	A0A3P9AQ15_MOUSE
ENSMUST00000117134	D3YTS8	D3YTS8_MOUSE
ENSMUST00000142681	D6RHM2	D6RHM2_MOUSE
ENSMUST00000146295	D3Z0T1	D3Z0T1_MOUSE
ENSMUST00000122427	D3Z6X1	D3Z6X1_MOUSE
ENSMUST00000127380	B7ZCE0	B7ZCE0_MOUSE
ENSMUST00000128195	A0A0J9YTY4	A0A0J9YTY4_MOUSE
ENSMUST00000114158	Q6P1J1	Q6P1J1_MOUSE
ENSMUST00000128269	D3Z1Y7	D3Z1Y7_MOUSE
ENSMUST00000129099	Q3T9X0	GTR9_MOUSE
ENSMUST00000146568	F6Z2D6	F6Z2D6_MOUSE
ENSMUST00000122314	D3Z3V1	D3Z3V1_MOUSE
ENSMUST00000114148	E9Q2E6	E9Q2E6_MOUSE
ENSMUST00000101316	Q3UD40	Q3UD40_MOUSE
ENSMUST00000130560	P51910	APOD_MOUSE
ENSMUST00000118910	D3YTQ6	D3YTQ6_MOUSE
ENSMUST00000122970	A0A5H1ZRL6	A0A5H1ZRL6_MOUSE
ENSMUST00000108267	A6H6A4	LRIQ4_MOUSE
ENSMUST00000166431	E9Q6A6	E9Q6A6_MOUSE
ENSMUST00000165687	P86045	TM207_MOUSE
ENSMUST00000162297	E0CZ48	E0CZ48_MOUSE
ENSMUST00000147574	D3Z0T1	D3Z0T1_MOUSE
ENSMUST00000199256	O55203	LDB2_MOUSE
ENSMUST00000149638	A0A0R4J2B1	A0A0R4J2B1_MOUSE
ENSMUST00000192002	A0A0A6YWB9	A0A0A6YWB9_MOUSE
ENSMUST00000199321	Q497W9	Q497W9_MOUSE
ENSMUST00000199534	O55203	LDB2_MOUSE
ENSMUST00000151104	O70343	PRGC1_MOUSE
ENSMUST00000162655	Q3UPP8	CEP63_MOUSE
ENSMUST00000170109	A0A140T8T2	A0A140T8T2_MOUSE
ENSMUST00000196648	A0A0G2JDY4	A0A0G2JDY4_MOUSE
ENSMUST00000171925	E9PW22	E9PW22_MOUSE
ENSMUST00000196575	A0A0G2JDR8	A0A0G2JDR8_MOUSE
ENSMUST00000155002	D3Z7U5	D3Z7U5_MOUSE
ENSMUST00000196049	A0A0G2JFL0	A0A0G2JFL0_MOUSE
ENSMUST00000188650	Q9Z0P5	TWF2_MOUSE
ENSMUST00000185334	E9Q136	E9Q136_MOUSE
ENSMUST00000191997	A0A0A6YY34	A0A0A6YY34_MOUSE
ENSMUST00000199261	A0A0G2JFS7	A0A0G2JFS7_MOUSE
ENSMUST00000173686	G3UWQ3	G3UWQ3_MOUSE
ENSMUST00000180369	J3QMX0	J3QMX0_MOUSE
ENSMUST00000197588	A0A0G2JF25	A0A0G2JF25_MOUSE
ENSMUST00000194324	A0A0A6YY36	A0A0A6YY36_MOUSE
ENSMUST00000159100	E0CX88	E0CX88_MOUSE
ENSMUST00000194150	Q61391	NEP_MOUSE
ENSMUST00000156367	E0CYJ9	E0CYJ9_MOUSE
ENSMUST00000169212	Q7TSI8	Q7TSI8_MOUSE
ENSMUST00000171529	Q925E8	SPTSB_MOUSE
ENSMUST00000179751	J3QM92	J3QM92_MOUSE
ENSMUST00000187001	A0A087WQ50	A0A087WQ50_MOUSE
ENSMUST00000156981	E0CYH3	E0CYH3_MOUSE
ENSMUST00000152594	Q3LR78	Q3LR78_MOUSE
ENSMUST00000152040	D3YV41	D3YV41_MOUSE
ENSMUST00000182047	Q9QZS2	RNF4_MOUSE
ENSMUST00000174395	Q8C8Y5	SAMD7_MOUSE
ENSMUST00000177678	J3QNP9	J3QNP9_MOUSE
ENSMUST00000171058	E9PWA7	E9PWA7_MOUSE
ENSMUST00000191869	A0A0A6YXE4	A0A0A6YXE4_MOUSE
ENSMUST00000196968	A0A0G2JGG3	A0A0G2JGG3_MOUSE
ENSMUST00000157006	D3Z5V2	D3Z5V2_MOUSE
ENSMUST00000190803	A0A087WPV3	A0A087WPV3_MOUSE
ENSMUST00000152805	F6RDR0	F6RDR0_MOUSE
ENSMUST00000172593	G3UWL1	G3UWL1_MOUSE
ENSMUST00000160597	P58281	OPA1_MOUSE
ENSMUST00000170089	O09100	GATA2_MOUSE
ENSMUST00000194836	A0A0A6YW93	A0A0A6YW93_MOUSE
ENSMUST00000181298	A0A0J9YU20	A0A0J9YU20_MOUSE
ENSMUST00000194796	B5BNW2	B5BNW2_MOUSE
ENSMUST00000174313	G3UY21	G3UY21_MOUSE
ENSMUST00000196367	A0A0G2JE72	A0A0G2JE72_MOUSE
ENSMUST00000189998	A0A087WSI8	A0A087WSI8_MOUSE
ENSMUST00000165648	Q5Y5T3	ZDH23_MOUSE
ENSMUST00000172350	A6H6A4	LRIQ4_MOUSE
ENSMUST00000187983	A0A087WS50	A0A087WS50_MOUSE
ENSMUST00000192429	Q9CZM9	KCMB2_MOUSE
ENSMUST00000156272	A0A5H1ZRN5	A0A5H1ZRN5_MOUSE
ENSMUST00000155634	Q3T9X0	GTR9_MOUSE
ENSMUST00000187944	A0A087WPT3	A0A087WPT3_MOUSE
ENSMUST00000182709	Q9QZS2	RNF4_MOUSE
ENSMUST00000164207	F6TK14	F6TK14_MOUSE
ENSMUST00000184664	V9GXB1	V9GXB1_MOUSE
ENSMUST00000147664	A0A5H1ZRL9	A0A5H1ZRL9_MOUSE
ENSMUST00000190972	A0A087WPX1	A0A087WPX1_MOUSE
ENSMUST00000191633	A0A0A6YWA6	A0A0A6YWA6_MOUSE
ENSMUST00000172493	G3UZW0	G3UZW0_MOUSE
ENSMUST00000199667	A0A0G2JDX0	A0A0G2JDX0_MOUSE
ENSMUST00000161645	E0CYR4	E0CYR4_MOUSE
ENSMUST00000199164	A0A0G2JFZ4	A0A0G2JFZ4_MOUSE
ENSMUST00000193987	A0A0A6YVV2	A0A0A6YVV2_MOUSE
ENSMUST00000178668	Q9CZM9	KCMB2_MOUSE
ENSMUST00000174421	G3UYX7	G3UYX7_MOUSE
ENSMUST00000162240	F6U775	F6U775_MOUSE
ENSMUST00000192328	Q8BHJ5	TBL1R_MOUSE
ENSMUST00000160475	E0CXD1	E0CXD1_MOUSE
ENSMUST00000192801	A0A0A6YXZ5	A0A0A6YXZ5_MOUSE
ENSMUST00000167550	Q8C5S3	CC022_MOUSE
ENSMUST00000194134	Q61391	NEP_MOUSE
ENSMUST00000193734	Q8BHJ5	TBL1R_MOUSE
ENSMUST00000171678	E9Q136	E9Q136_MOUSE
ENSMUST00000167504	Q8K003	TMA7_MOUSE
ENSMUST00000188557	Q8CIW6	S26A6_MOUSE
ENSMUST00000188557	A0A087WS07	A0A087WS07_MOUSE
ENSMUST00000164050	E9Q4E5	E9Q4E5_MOUSE
ENSMUST00000193874	A0A0A6YW61	A0A0A6YW61_MOUSE
ENSMUST00000155511	F6RL14	F6RL14_MOUSE
ENSMUST00000182583	S4R2C9	S4R2C9_MOUSE
ENSMUST00000148775	E0CXT9	E0CXT9_MOUSE
ENSMUST00000195922	A0A0G2JGQ5	A0A0G2JGQ5_MOUSE
ENSMUST00000190900	A0A087WRE0	A0A087WRE0_MOUSE
ENSMUST00000171509	E9QNJ9	E9QNJ9_MOUSE
ENSMUST00000179565	A0A3P9AQ15	A0A3P9AQ15_MOUSE
ENSMUST00000192559	A0A0A6YWP3	A0A0A6YWP3_MOUSE
ENSMUST00000177434	A0A571BF98	A0A571BF98_MOUSE
ENSMUST00000173107	Q9R1B9	SLIT2_MOUSE
ENSMUST00000151244	E0CX28	E0CX28_MOUSE
ENSMUST00000184878	V9GXV2	V9GXV2_MOUSE
ENSMUST00000163199	A0A1L1SUL6	TXND6_MOUSE
ENSMUST00000187647	A0A087WRG4	A0A087WRG4_MOUSE
ENSMUST00000190798	A0A087WSL4	A0A087WSL4_MOUSE
ENSMUST00000198988	Q09TK9	ISK8_MOUSE
ENSMUST00000174658	G3UZ61	G3UZ61_MOUSE
